LSOA01CD,LSOA01NM,LSOA01NM2,Local Authority Name,2005Overall index score,2005Rank Overall,2005Income Number (1),2005Income Percentage (2),2005Employment (revised) (3) Number (1),2005Employment (revised) (3) Percentage (2),2005Income Rank,2005Income Score,2005Employment Rank,2005Employment Score,2005Health Rank,2005Health Score,2005Health Rank,2005Health Score,2005Access to Services Rank,2005Access to Services Score,2005Housing Rank,2005Housing Score,2005Physical Environment Rank,2005Physical Environment Score,2005Access to food shop (1),2005Access to GP (2),2005Access to primary school (3),2005Access to secondary school (4),2005Access to dentist (5),2005Access to post office (6),2005Access to library (7),2005Access to leisure centre (8),2005KS2 average point score (1),2005KS3 average point score (2),2005KS4 average point score (3),2005Secondary school absence rates (4),2005Not in education (5),2005Low qualifications (6),2005Male ,2005Female ,2005Total Persons,2005Income Rank,2005Employment Rank (revised) (2),2005Health Rank,2005Education Rank,2005Access to services Rank,2005Housing Rank,2005Physical environment Rank,2005Overall Index Rank (revised) (1),2008Income ,2008Employment ,2008Health ,2008Education ,2008Access to services ,2008Housing ,2008Physical environment ,2008Community safety ,2008Overall Index ,2008Child Index - Income ,2008Child Index - Education ,2008Child Index - Health ,2008Child Index - Access to Services ,2008Child Index - Housing ,2008Child Index - Physical Environment ,2008Child Index - Community Safety ,2008Child Index,2011WIMD score,2011Employment score,2011Income score,2011Education score,2011Health score,2011Community Safety score,2011Access score,2011Enviroment score,2011Housing score,2011Child Index,2011Income domain_Child Index,2011Education domain_Child Index,2011Health domain_Child Index,2011Community Safety domain_Child Index,2011Enviroment domain_Child Index,2011Access to Services domain_Child Index,2011Housing domain_Child Index
W01000002,Aberffraw & Rhosneigr 2,Isle of Anglesey 007B,Isle of Anglesey,24.3,634,244,20,117,16,652,24.0,716,21.9,1042,13.5,856,18.0,177,51.9,276,42.7,1003,14.4,56,45,78,5,0,86,57,0,86,96,44,11,48,27,599,626,1225,652,716,1042,856,177,276,1003,634,873,738,1149,777,286,276,1500,854,766,1183,698,1001,241,106,1500,854,775,19.5,22.2,16.4,13.1,10.7,11.7,42.0,4.1,42.7,17.8,10.6,11.9,9.8,11.7,4.1,45.6,62.0
W01000120,Abergele Pensarn,Conwy 010A,Conwy,40.0,226,666,31,329,29,226,46.9,90,65.0,1103,12.3,446,32.4,912,16.5,203,49.1,672,23.4,97,100,90,100,100,100,98,100,78,100,27,11,32,39,1025,1140,2165,226,90,1103,446,912,203,672,226,259,74,721,110,660,203,534,518,137,362,55,28,708,197,534,518,106,43.1,63.6,40.0,43.2,30.1,25.4,23.8,48.5,49.1,48.7,46.5,43.6,84.9,25.4,48.5,22.2,49.8
W01000624,Abergwili,Carmarthenshire 005A,Carmarthenshire,9.8,1533,192,8,109,8,1503,5.3,1506,5.2,1616,3.6,1690,2.6,190,50.5,1487,5.5,865,17.7,20,38,67,72,69,74,34,0,84,114,52,7,12,23,1142,1197,2339,1503,1506,1616,1690,190,1487,865,1533,1569,1444,1467,1650,132,1487,1266,1693,1478,1575,1681,1806,116,1448,1266,1693,1504,10.1,2.9,3.3,4.7,7.7,2.0,57.8,15.7,5.5,10.8,2.5,4.5,2.0,2.0,15.7,60.3,6.1
W01000974,Aberkenfig,Bridgend 006A,Bridgend,17.7,959,231,12,180,15,1208,10.2,846,18.2,1267,9.1,760,20.6,484,30.6,1172,10.9,183,51.3,77,96,96,98,95,97,96,76,82,103,38,9,45,33,989,984,1973,1208,846,1267,760,484,1172,183,959,1204,874,984,796,624,1172,629,768,1023,1021,898,639,789,1273,629,768,969,18.5,17.8,14.0,14.4,22.7,17.7,25.0,37.0,10.9,19.1,16.7,10.7,29.8,17.7,37.0,19.8,9.0
W01000048,Abermaw 1,Gwynedd 016A,Gwynedd,19.4,852,279,20,92,12,655,23.9,1068,13.0,1227,9.9,981,14.9,325,39.2,249,44.9,1501,5.3,69,86,86,3,94,87,87,94,82,104,40,8,44,31,651,753,1404,655,1068,1227,981,325,249,1501,852,544,1131,1268,773,750,249,1519,1047,899,566,991,938,691,115,1519,1047,706,17.5,12.1,20.6,18.2,14.9,10.2,20.9,6.0,44.9,21.8,24.1,14.0,20.2,10.2,6.0,22.7,60.4
W01000049,Abermaw 2,Gwynedd 016B,Gwynedd,23.4,667,197,19,119,18,704,22.3,622,25.1,676,23.2,915,16.5,801,19.4,60,72.0,1764,1.7,100,97,97,3,100,100,100,100,79,96,45,8,44,29,511,529,1040,704,622,676,915,801,60,1764,667,823,818,539,1022,1718,60,1533,162,743,807,1259,973,1531,74,1533,162,878,20.2,22.2,18.9,17.3,19.1,29.9,2.2,2.8,72.0,15.6,11.8,14.8,12.3,29.9,2.8,4.9,68.5
W01000507,Aberporth 1,Ceredigion 009A,Ceredigion,11.9,1375,155,12,70,10,1211,10.2,1281,8.9,1876,0.3,1464,5.9,139,56.8,1222,10.0,1893,0.0,33,0,72,50,11,66,0,11,90,113,42,10,22,26,657,670,1327,1211,1281,1876,1464,139,1222,1893,1375,1275,1351,1830,1346,221,1222,1892,1790,1471,1021,1427,1293,222,506,1892,1790,1159,9.8,4.4,7.4,9.5,2.6,0.9,47.4,1.4,10.0,17.1,13.4,9.1,18.0,0.9,1.4,47.3,29.6
W01000508,Aberporth 2,Ceredigion 009B,Ceredigion,16.8,1034,236,17,109,15,821,18.9,854,18.0,1834,0.8,1389,7.1,256,44.3,356,37.3,1770,1.6,58,0,78,85,0,100,0,0,82,100,52,11,22,21,672,717,1389,821,854,1834,1389,256,356,1770,1034,811,907,1409,1024,407,356,1768,1064,982,776,977,409,263,448,1768,1064,645,19.0,17.8,20.1,18.2,9.0,1.9,34.4,18.3,37.3,28.4,18.9,22.6,54.6,1.9,18.3,43.7,32.3
W01001482,Abersychan 1,Torfaen 002A,Torfaen,37.9,259,340,27,174,24,333,38.7,260,44.0,278,42.6,238,45.8,513,29.3,1054,13.3,1342,7.8,80,95,98,100,98,98,88,65,79,96,23,9,60,43,623,615,1238,333,260,278,238,513,1054,1342,259,378,223,427,238,418,1054,1406,402,279,265,328,581,471,904,1406,402,319,38.0,47.2,39.3,49.3,34.1,34.3,33.8,3.7,13.3,33.8,34.8,44.8,39.4,34.3,3.7,31.2,16.7
W01001483,Abersychan 2,Torfaen 002B,Torfaen,31.9,402,360,28,163,23,312,40.1,305,40.6,1358,7.6,190,50.5,1232,9.8,938,15.9,633,24.7,100,100,100,100,100,100,100,36,77,88,34,9,60,45,608,669,1277,312,305,1358,190,1232,938,633,402,286,254,866,218,961,938,849,203,305,249,203,619,524,1036,849,203,268,32.9,44.6,40.9,36.7,19.6,37.9,15.4,14.0,15.9,30.1,41.2,31.5,15.6,37.9,14.0,28.9,13.7
W01001484,Abersychan 3,Torfaen 002C,Torfaen,16.5,1046,214,13,146,15,1084,12.7,844,18.3,889,17.1,665,23.6,864,17.7,1380,7.2,1212,10.1,55,100,100,100,100,100,98,99,86,104,34,9,60,32,800,808,1608,1084,844,889,665,864,1380,1212,1046,1208,830,795,921,893,1380,834,1048,1089,841,1103,460,1075,1420,834,1048,957,17.1,20.0,15.7,13.5,19.9,32.0,17.0,8.0,7.2,14.7,15.7,9.6,18.1,32.0,8.0,12.8,6.6
W01001485,Abersychan 4,Torfaen 002D,Torfaen,28.0,509,325,27,115,17,342,38.1,655,23.9,769,20.4,350,37.6,601,25.8,1173,10.9,1099,12.3,90,96,97,100,99,97,95,64,78,103,29,9,60,40,554,647,1200,342,655,769,350,601,1173,1099,509,426,440,1087,222,777,1173,1233,595,493,620,300,949,707,1396,1233,595,636,28.5,37.8,29.8,35.6,26.0,23.8,20.1,4.6,10.9,24.2,31.9,24.4,22.8,23.8,4.6,22.2,7.0
W01001486,Abersychan 5,Torfaen 002E,Torfaen,22.2,720,280,19,153,17,697,22.5,671,23.4,722,21.8,537,28.3,894,17.0,1120,11.9,839,18.4,97,100,100,100,100,100,100,99,71,101,43,9,60,34,731,734,1465,697,671,722,537,894,1120,839,720,887,739,794,619,1663,1120,516,337,841,894,552,659,1632,1008,516,337,820,21.4,26.4,21.5,21.1,24.4,41.0,3.0,17.2,11.9,19.8,23.2,20.2,19.7,41.0,17.2,3.4,14.3
W01000509,Aberteifi/Cardigan - Mwldan,Ceredigion 009C,Ceredigion,15.8,1088,255,15,119,13,968,15.2,944,15.8,1645,3.2,1082,12.7,417,33.9,535,28.4,880,17.3,79,90,89,100,93,88,88,98,80,104,47,11,35,29,777,953,1730,968,944,1645,1082,417,535,880,1088,943,836,1151,1011,279,535,1309,1211,930,684,1060,840,761,235,1309,1211,833,19.7,17.8,17.4,21.7,10.4,16.5,42.5,8.1,28.4,19.9,19.1,25.8,11.1,16.5,8.1,20.6,46.1
W01000510,Aberteifi/Cardigan - Rhyd-y-Fuwch,Ceredigion 009D,Ceredigion,30.3,443,330,28,138,22,331,38.8,319,39.6,1537,4.8,595,26.1,775,20.2,131,57.9,702,22.4,99,99,99,100,100,100,99,100,78,95,35,11,50,35,547,652,1199,331,319,1537,595,775,131,702,443,153,363,1139,606,1741,131,1258,424,395,337,588,465,1873,105,1258,424,429,33.1,51.3,41.8,26.1,17.5,30.8,1.9,9.6,57.9,27.2,29.4,26.9,34.5,30.8,9.6,0.3,62.1
W01000511,Aberteifi/Cardigan - Teifi,Ceredigion 009E,Ceredigion,40.3,218,409,34,187,25,160,54.0,187,50.8,1203,10.3,775,20.2,448,32.3,23,85.4,294,41.4,88,92,93,98,93,93,93,93,79,96,42,11,40,30,588,623,1211,160,187,1203,775,448,23,294,218,265,299,836,465,1352,23,337,85,275,121,322,277,1336,54,337,85,124,39.2,51.3,47.1,33.9,21.5,42.8,7.7,22.4,85.4,39.0,45.4,42.7,36.7,42.8,22.4,7.9,73.7
W01001435,Abertillery 1,Blaenau Gwent 008A,Blaenau Gwent,30.8,434,315,21,167,19,583,26.5,569,27.0,512,29.4,220,47.5,1030,13.8,809,19.2,61,71.8,98,100,100,100,100,100,100,100,82,93,23,11,46,42,744,744,1488,583,569,512,220,1030,809,61,434,609,428,160,631,1735,809,420,415,464,639,920,983,1583,1094,420,415,875,29.6,31.9,26.7,31.4,46.2,39.8,2.0,36.8,19.2,25.5,34.2,26.0,17.7,39.8,36.8,4.1,12.5
W01001436,Abertillery 2,Blaenau Gwent 008B,Blaenau Gwent,32.5,384,350,24,204,24,461,31.7,234,46.2,556,27.5,384,35.6,1667,2.9,355,37.3,523,28.9,100,100,100,100,100,100,100,100,80,95,37,11,46,40,730,739,1469,461,234,556,384,1667,355,523,384,439,243,657,357,1843,355,1135,93,378,408,315,149,1870,1089,1135,93,323,30.7,47.2,33.2,25.7,22.1,51.0,0.7,13.3,37.3,32.4,35.8,20.5,67.3,51.0,13.3,0.3,12.6
W01001437,Abertillery 3,Blaenau Gwent 008C,Blaenau Gwent,18.0,944,189,12,154,17,1151,11.3,658,23.8,999,14.5,557,27.5,1667,2.9,1003,14.4,353,37.5,100,100,100,100,100,100,100,100,83,103,33,10,46,35,741,776,1516,1151,658,999,557,1667,1003,353,944,991,600,1272,954,1665,1003,806,1204,1090,1051,1262,1699,1749,1167,806,1204,1572,18.9,28.9,18.1,24.2,13.9,23.8,3.0,5.2,14.4,14.1,19.6,22.9,3.4,23.8,5.2,1.8,11.0
W01000512,Aberystwyth Bronglais,Ceredigion 002A,Ceredigion,5.5,1774,120,6,83,5,1694,2.6,1784,1.4,1311,8.4,1836,0.7,1667,2.9,191,50.4,1422,6.5,100,100,100,100,100,100,100,100,79,116,69,7,0,10,964,1074,2038,1694,1784,1311,1836,1667,191,1422,1774,1729,1844,959,1788,1512,191,1396,1523,1731,1868,1746,1542,1790,595,1396,1523,1874,4.9,0.3,0.7,0.6,7.2,2.0,5.1,9.1,50.4,4.5,0.8,0.5,9.9,2.0,9.1,1.3,26.1
W01000513,Aberystwyth Canol/Central,Ceredigion 002B,Ceredigion,11.0,1446,175,8,156,8,1537,4.8,1490,5.5,1248,9.5,1501,5.3,1667,2.9,1,100.0,822,18.9,100,100,100,100,100,100,100,100,83,0,53,7,59,15,1115,1158,2273,1537,1490,1248,1501,1667,1,822,1446,1409,1425,962,806,1895,1,480,139,983,838,515,662,1445,5,480,139,503,15.5,8.1,5.5,10.5,13.6,57.8,0.0,21.9,100.0,24.6,12.4,12.7,38.5,57.8,21.9,6.2,96.6
W01000514,Aberystwyth Gogledd/North,Ceredigion 002C,Ceredigion,10.1,1504,149,7,132,9,1573,4.2,1419,6.6,1786,1.4,1744,1.9,639,24.5,26,84.0,1483,5.6,99,99,88,100,99,99,99,99,82,122,35,7,11,14,971,1075,2046,1573,1419,1786,1744,639,26,1483,1504,1591,1594,1477,1774,1382,26,1240,818,1572,1378,1801,1724,1037,28,1240,818,1435,8.9,6.1,3.3,2.1,2.1,13.1,7.2,9.7,84.0,9.4,2.3,1.8,1.0,13.1,9.7,13.7,83.1
W01000515,Aberystwyth Penparcau 1,Ceredigion 003A,Ceredigion,25.2,604,365,24,160,19,436,32.9,557,27.5,1050,13.4,839,18.4,1133,11.7,28,83.1,1834,0.8,92,100,100,100,100,100,87,100,76,100,30,7,37,29,697,797,1494,436,557,1050,839,1133,28,1834,604,580,538,957,637,1008,28,1574,435,572,672,526,404,939,79,1574,435,514,24.1,23.9,24.9,23.8,16.2,27.3,14.3,0.3,83.1,26.4,21.5,27.0,37.9,27.3,0.3,15.9,67.3
W01000516,Aberystwyth Penparcau 2,Ceredigion 003B,Ceredigion,17.5,975,293,19,134,14,724,21.7,889,17.1,1812,1.0,849,18.1,969,15.2,77,67.8,1853,0.5,83,97,100,100,100,100,51,100,78,98,29,7,37,28,746,828,1574,724,889,1812,849,969,77,1853,975,630,783,1369,526,774,77,1668,374,672,252,461,735,775,104,1668,374,328,21.6,17.8,25.6,27.7,8.5,18.0,20.2,0.7,67.8,27.8,33.1,30.2,20.6,18.0,0.7,20.2,62.3
W01000517,Aberystwyth Rheidol 1,Ceredigion 002D,Ceredigion,11.0,1449,146,11,82,8,1288,8.8,1540,4.7,1487,5.5,1676,2.8,1667,2.9,10,92.9,524,28.9,100,100,100,100,100,100,100,100,77,101,58,7,17,15,641,710,1351,1288,1540,1487,1676,1667,10,524,1449,1353,1434,1548,1357,1748,10,454,118,1164,964,1418,1690,849,225,454,118,976,14.0,10.0,10.2,4.9,1.9,44.7,1.9,23.8,92.9,12.0,4.4,3.3,3.9,44.7,23.8,18.1,47.0
W01000518,Aberystwyth Rheidol 2,Ceredigion 003C,Ceredigion,13.3,1250,174,14,74,9,1032,13.8,1365,7.5,1553,4.5,1414,6.7,957,15.5,125,58.8,366,36.7,100,100,95,100,100,100,100,94,83,87,44,7,17,18,562,691,1253,1032,1365,1553,1414,957,125,366,1250,1095,1573,1253,1076,1448,125,394,971,1261,1122,727,1045,938,456,394,971,1013,11.5,4.4,10.4,10.6,6.9,11.3,6.1,28.1,58.8,13.6,10.6,14.2,6.7,11.3,28.1,15.9,31.9
W01000341,Acton 1,Wrexham 009A,Wrexham,18.2,929,216,14,104,13,1008,14.3,996,14.6,1515,5.1,289,41.7,1219,10.0,147,55.7,1619,3.6,100,100,100,100,100,100,97,100,77,90,35,11,61,33,709,811,1520,1008,996,1515,289,1219,147,1619,929,855,979,1601,672,657,147,1389,642,925,948,798,614,1189,136,1389,642,835,17.3,15.8,16.6,18.1,5.7,21.3,23.9,2.3,55.7,18.1,16.5,13.1,22.5,21.3,2.3,10.6,57.2
W01000342,Acton 2,Wrexham 009B,Wrexham,28.7,484,374,25,134,17,424,33.5,688,22.8,1044,13.5,101,62.9,1667,2.9,164,53.5,1537,4.8,100,100,100,100,100,100,100,100,78,84,19,10,61,35,670,843,1513,424,688,1044,101,1667,164,1537,484,350,556,655,459,909,164,1293,361,457,617,496,328,1047,35,1293,361,424,26.9,31.9,31.9,23.8,21.9,22.3,16.6,2.3,53.5,27.6,25.4,20.2,42.0,22.3,2.3,13.4,80.2
W01001694,Adamsdown 1,Cardiff 036A,Cardiff,37.2,275,592,32,252,20,192,50.3,459,31.8,582,26.5,236,46.0,1667,2.9,169,52.9,135,57.3,100,100,100,100,100,100,100,100,76,92,25,14,57,27,991,862,1853,192,459,582,236,1667,169,135,275,93,432,358,325,1891,169,117,15,174,68,201,947,1837,334,117,15,117,47.0,37.8,66.5,36.8,46.7,89.7,0.1,73.4,52.9,53.3,85.4,45.3,17.7,89.7,73.4,0.7,38.6
W01001695,Adamsdown 2,Cardiff 036B,Cardiff,44.5,150,547,39,208,18,98,63.4,609,25.5,1002,14.4,38,79.0,1667,2.9,27,83.5,50,74.9,100,100,100,100,100,100,100,100,71,76,24,13,57,38,807,597,1404,98,609,1002,38,1667,27,50,150,401,909,1092,131,1585,27,106,578,421,72,37,696,1264,43,106,578,75,27.0,12.1,25.9,47.9,18.7,21.6,4.1,62.3,83.5,58.3,92.2,55.9,30.7,21.6,62.3,9.2,77.2
W01001696,Adamsdown 3,Cardiff 036C,Cardiff,43.4,162,552,31,257,22,216,47.9,333,38.7,204,49.0,168,53.0,1667,2.9,99,63.2,113,60.8,100,100,100,100,100,100,100,100,82,83,26,14,57,38,935,844,1779,216,333,204,168,1667,99,113,162,156,341,77,112,1826,99,81,58,103,130,67,304,1781,124,81,58,86,55.6,44.6,62.3,71.0,80.6,65.8,0.9,54.1,63.2,56.9,71.0,81.8,39.8,65.8,54.1,1.4,59.0
W01001697,Adamsdown 4,Cardiff 036D,Cardiff,26.4,566,429,25,162,14,402,34.6,917,16.4,990,14.7,424,33.5,1667,2.9,247,45.1,42,77.6,100,100,100,100,100,100,100,100,76,93,38,13,57,26,862,838,1700,402,917,990,424,1667,247,42,566,348,823,563,481,1689,247,147,493,494,201,243,363,1460,761,147,493,239,36.5,28.9,45.8,26.5,46.5,63.1,2.6,60.8,45.1,45.1,65.4,33.9,39.2,63.1,60.8,5.9,20.6
W01001698,Adamsdown 5,Cardiff 036E,Cardiff,42.9,175,404,28,233,22,322,39.4,356,37.3,18,88.0,657,23.9,1667,2.9,35,80.2,164,53.5,100,100,100,100,100,100,100,100,81,104,34,11,57,26,804,644,1448,322,356,18,657,1667,35,164,175,81,319,22,418,1869,35,217,8,86,133,337,785,1618,10,217,8,145,50.2,44.6,60.8,35.5,73.7,68.2,0.3,53.2,80.2,43.4,55.4,44.3,16.3,68.2,53.2,3.6,92.9
W01000888,Allt-wen,Neath Port Talbot 004A,Neath Port Talbot,17.1,997,414,18,193,13,777,20.1,941,15.8,536,28.4,1410,6.7,600,25.9,1627,3.5,1695,2.6,69,99,99,100,100,97,97,100,85,107,45,7,32,24,1154,1180,2334,777,941,536,1410,600,1627,1695,997,962,1057,668,1286,704,1627,1067,1265,1139,1000,1317,1200,1143,1642,1067,1265,1457,16.0,15.8,17.5,11.8,22.4,11.5,22.3,7.8,3.5,13.3,19.1,13.3,8.9,11.5,7.8,11.5,3.3
W01001600,Allt-yr-yn 1,Newport 012A,Newport,4.9,1801,67,4,62,7,1784,1.4,1621,3.6,1383,7.2,1841,0.7,781,20.0,1751,1.8,1293,8.7,64,100,100,100,100,100,100,75,91,120,52,9,22,11,705,788,1493,1784,1621,1383,1841,781,1751,1293,1801,1773,1762,1531,1871,693,1751,1059,1733,1843,1785,1836,1494,365,1887,1059,1733,1738,6.8,2.9,2.5,0.5,11.4,7.1,22.7,22.6,1.8,8.3,3.4,1.3,3.1,7.1,22.6,36.7,0.1
W01001601,Allt-yr-yn 2,Newport 006A,Newport,31.8,405,409,28,179,20,323,39.4,484,30.6,178,51.8,575,26.8,1198,10.4,832,18.6,1163,11.1,97,100,100,100,100,100,100,99,79,96,29,11,22,30,681,786,1467,323,484,178,575,1198,832,1163,405,227,409,481,453,1111,832,449,478,358,128,297,372,557,1086,449,478,190,35.4,37.8,54.7,36.4,24.4,33.2,12.1,26.6,18.6,46.3,62.9,49.4,46.1,33.2,26.6,27.5,12.6
W01001602,Allt-yr-yn 3,Newport 012B,Newport,5.8,1756,98,7,40,5,1612,3.7,1791,1.3,862,17.8,1689,2.6,1157,11.2,1828,0.8,1416,6.6,93,100,100,100,100,100,100,93,87,113,52,10,22,11,679,752,1431,1612,1791,862,1689,1157,1828,1416,1756,1537,1645,1211,1805,646,1828,1665,1526,1751,1862,1764,1729,450,1832,1665,1526,1815,6.6,6.1,4.6,0.2,5.0,1.2,24.2,17.3,0.8,5.8,0.9,0.1,2.0,1.2,17.3,32.2,0.8
W01001603,Allt-yr-yn 4,Newport 012C,Newport,13.3,1254,159,12,97,12,1175,10.8,1090,12.5,453,32.0,1556,4.5,1370,7.4,1063,13.1,1158,11.2,99,100,100,100,100,100,100,100,87,114,45,10,22,19,644,667,1311,1175,1090,453,1556,1370,1063,1158,1254,1019,1102,610,1657,1502,1063,297,999,1184,1343,1667,1425,727,1522,297,999,1496,18.3,22.2,14.9,4.8,33.8,24.0,5.3,35.9,13.1,12.0,5.5,5.5,14.9,24.0,35.9,21.6,5.0
W01001604,Allt-yr-yn 5,Newport 012D,Newport,4.1,1833,57,4,48,6,1824,0.9,1718,2.2,1861,0.4,1682,2.7,653,24.0,1827,0.9,1296,8.6,99,99,100,100,100,100,99,90,92,109,46,9,22,12,705,795,1500,1824,1718,1861,1682,653,1827,1296,1833,1709,1751,1699,1622,690,1827,1176,1588,1831,1670,1515,1063,620,1795,1176,1588,1657,6.9,4.4,3.1,2.6,1.3,11.1,22.8,34.1,0.9,9.7,3.3,3.2,12.2,11.1,34.1,25.1,1.3
W01001605,Allt-yr-yn 6,Newport 014A,Newport,17.6,963,234,18,151,18,774,20.2,594,26.1,1076,12.8,1332,8.0,1667,2.9,830,18.6,412,34.1,100,100,100,100,100,100,100,100,86,108,43,12,22,22,654,661,1315,774,594,1076,1332,1667,830,412,963,494,548,760,1178,1853,830,562,453,717,1172,1138,779,1293,437,562,453,1103,22.6,31.9,23.7,12.3,19.8,32.3,0.5,47.7,18.6,19.1,13.7,14.8,22.0,32.3,47.7,8.7,32.8
W01001606,Alway 1,Newport 008A,Newport,8.8,1601,126,9,80,11,1411,6.7,1203,10.3,1563,4.4,880,17.3,1667,2.9,1306,8.5,1172,10.9,100,100,100,100,100,100,100,100,87,101,41,11,48,26,647,705,1352,1411,1203,1563,880,1667,1306,1172,1601,1225,1380,1534,1195,577,1306,537,1291,1412,1088,1142,1338,444,1238,537,1291,1208,13.4,12.1,7.7,8.1,8.1,17.4,26.7,49.6,8.5,13.6,5.7,7.1,9.8,17.4,49.6,32.5,9.7
W01001607,Alway 2,Newport 015A,Newport,51.6,93,685,47,167,21,35,80.2,426,33.4,80,67.1,60,72.0,1667,2.9,768,20.4,743,21.1,100,100,100,100,100,100,100,100,76,81,29,12,48,54,637,819,1456,35,426,80,60,1667,768,743,93,48,242,58,55,1341,768,136,28,59,65,62,660,701,467,136,28,65,58.6,44.6,80.6,81.0,61.1,85.4,7.9,64.6,20.4,58.7,72.9,82.6,29.3,85.4,64.6,22.4,31.4
W01001608,Alway 3,Newport 008B,Newport,6.6,1724,136,9,84,9,1445,6.2,1378,7.2,1700,2.5,1115,12.0,1667,2.9,1654,3.1,1097,12.4,100,100,100,100,100,100,100,100,84,102,48,11,48,22,762,775,1537,1445,1378,1700,1115,1667,1654,1097,1724,1346,1407,1780,1225,1205,1654,594,784,1614,1112,1139,1835,434,1306,594,784,1275,11.8,12.1,8.4,10.4,4.1,24.6,10.3,50.8,3.1,16.0,10.1,12.4,6.7,24.6,50.8,33.0,8.5
W01001609,Alway 4,Newport 015B,Newport,47.2,128,660,41,188,21,78,67.6,392,35.2,245,45.2,36,79.8,1391,7.0,549,27.8,1069,13.0,100,100,100,100,100,100,98,100,77,80,26,14,48,51,725,899,1624,78,392,245,36,1391,549,1069,128,36,94,127,22,1301,549,293,89,42,22,39,173,633,509,293,89,23,56.5,59.6,74.9,78.3,30.2,74.9,8.5,74.3,27.8,55.5,68.5,68.7,33.2,74.9,74.3,24.7,29.5
W01001610,Alway 5,Newport 015C,Newport,27.4,526,339,25,108,15,405,34.5,849,18.1,1382,7.2,49,75.3,1283,8.9,1185,10.7,1271,9.1,100,100,100,100,100,100,79,100,69,85,21,14,48,42,674,672,1345,405,849,1382,49,1283,1185,1271,526,547,719,1236,108,984,1185,84,151,455,307,69,918,546,1013,84,151,205,31.8,26.4,36.8,50.0,19.9,62.9,14.8,40.6,10.7,40.2,50.2,51.9,17.9,62.9,40.6,27.9,14.2
W01001611,Alway 6,Newport 011A,Newport,17.4,986,203,16,96,12,856,18.0,1047,13.4,1201,10.3,622,25.1,1667,2.9,762,20.6,134,57.5,100,100,100,100,100,100,100,100,86,99,39,13,48,33,609,633,1242,856,1047,1201,622,1667,762,134,986,833,1048,1068,716,1809,762,49,143,812,935,792,1007,671,964,49,143,662,19.3,17.8,23.4,20.5,7.8,38.5,1.1,52.9,20.6,24.2,28.0,18.4,10.7,38.5,52.9,23.4,15.3
W01000003,Amlwch Port,Isle of Anglesey 001A,Isle of Anglesey,27.0,547,564,24,272,20,455,32.0,440,32.7,966,15.2,643,24.3,552,27.7,366,36.7,1415,6.6,79,92,89,100,100,95,97,84,75,100,35,10,36,33,1129,1215,2344,455,440,966,643,552,366,1415,547,483,573,582,720,305,366,473,333,459,764,756,379,185,404,473,333,435,27.4,28.9,28.3,25.6,23.1,19.5,40.6,5.1,36.7,28.1,23.8,28.8,28.8,19.5,5.1,51.0,34.6
W01000004,Amlwch Rural,Isle of Anglesey 001B,Isle of Anglesey,22.4,715,220,18,109,16,747,21.0,743,21.1,1241,9.6,790,19.8,170,52.7,287,41.9,1729,2.1,11,40,32,90,84,61,38,57,80,98,40,10,45,27,580,621,1201,747,743,1241,790,170,287,1729,715,938,687,1399,1053,201,287,1068,1213,811,841,1110,447,232,128,1068,1213,595,21.3,26.4,19.4,10.7,10.2,10.1,49.3,1.1,41.9,22.8,20.3,8.9,24.6,10.1,1.1,46.4,58.4
W01000625,Ammanford 1,Carmarthenshire 013A,Carmarthenshire,35.0,318,265,24,167,27,479,30.8,138,56.9,475,31.0,378,36.0,973,15.1,1268,9.1,730,21.5,79,94,100,100,100,100,94,100,71,91,31,9,32,42,547,580,1127,479,138,475,378,973,1268,730,318,392,253,399,347,959,1268,813,640,361,693,246,198,1137,805,813,640,438,33.5,41.3,30.8,31.5,51.9,18.2,15.4,39.6,9.1,28.0,29.3,30.3,37.5,18.2,39.6,11.6,19.3
W01000626,Ammanford 2,Carmarthenshire 013B,Carmarthenshire,19.0,873,297,19,175,21,691,22.7,425,33.4,1255,9.4,966,15.2,1667,2.9,1059,13.2,1377,7.3,100,100,100,100,100,100,100,100,83,105,38,9,32,31,714,830,1544,691,425,1255,966,1667,1059,1377,873,634,386,831,812,1833,1059,1019,296,674,976,722,502,1803,1030,1019,296,926,23.1,34.8,26.5,11.9,23.7,30.0,0.8,28.9,13.2,21.9,22.5,10.5,44.5,30.0,28.9,1.2,13.8
W01000553,Amroth,Pembrokeshire 011A,Pembrokeshire,18.9,884,138,11,86,12,1300,8.6,1113,12.1,1217,10.1,1282,8.9,12,91.6,601,25.8,1297,8.6,0,4,38,2,0,12,0,0,82,112,42,8,40,26,652,639,1291,1300,1113,1217,1282,12,601,1297,884,1291,1070,1611,1207,69,601,1676,1780,1085,1292,1229,628,62,727,1676,1780,880,14.5,12.1,6.1,7.9,3.7,2.0,69.7,4.6,25.8,17.4,7.1,5.9,20.0,2.0,4.6,71.5,21.6
W01001334,Argoed (Caerphilly) 1,Caerphilly 005A,Caerphilly,40.4,217,417,30,210,24,263,43.7,226,46.9,144,56.1,188,50.7,1005,14.4,1639,3.3,1727,2.1,100,100,100,100,58,100,7,100,74,95,27,11,55,47,670,731,1400,263,226,144,188,1005,1639,1727,217,224,182,145,54,1350,1639,1615,211,153,238,52,821,1650,1363,1615,211,280,44.0,54.9,53.5,54.3,57.2,38.2,7.7,0.7,3.3,31.7,50.7,47.4,14.5,38.2,0.7,3.2,7.5
